100
13,23,39
13,24,1
13,27,67
13,31,96
13,32,5
13,40,47
13,41,87
13,46,72
13,49,90
13,50,30
13,51,46
13,53,49
13,59,59
13,60,5
13,61,83
13,63,75
13,66,92
13,68,89
13,69,46
13,70,53
13,72,25
13,75,82
13,76,52
13,79,78
13,80,60
13,81,97
13,85,42
13,92,100
13,96,62
13,97,51
13,98,65
14,7,73
14,8,17
14,12,48
14,31,82
14,32,60
14,35,57
14,38,3
14,53,58
14,56,28
14,59,93
14,70,61
14,73,15
14,74,83
14,85,46
14,86,75
14,89,57
14,90,2
14,92,59
14,94,89
15,5,65
15,6,92
15,8,77
15,13,37
15,14,91
15,17,12
15,21,69
15,22,39
15,24,85
15,25,57
15,27,46
15,29,58
15,31,93
15,34,31
15,36,74
15,39,89
15,48,16
15,50,60
15,54,91
15,57,84
15,60,76
15,61,66
15,64,83
15,68,99
15,78,25
15,80,43
15,81,21
15,84,11
15,87,59
15,89,29
15,91,49
15,92,49
15,98,96
16,0,92
16,4,76
16,11,94
16,17,1
16,21,29
16,32,97
16,37,2
16,38,74
16,40,38
16,41,53
16,45,78
16,47,11
16,51,94
16,52,54
16,53,11
16,54,61
16,61,89
16,63,96
16,64,13
16,69,97
16,82,3
16,83,42
16,88,44
16,96,92
16,97,17
16,98,2
17,1,69
17,3,59
17,4,3
17,6,34
17,7,42
17,12,11
17,21,29
17,22,83
17,25,38
17,28,93
17,29,79
17,32,33
17,39,66
17,41,56
17,42,24
17,44,78
17,46,39
17,47,41
17,48,46
17,51,91
17,54,86
17,55,16
17,61,35
17,64,79
17,65,68
17,69,54
17,73,86
17,75,12
17,76,84
17,94,1
18,0,98
18,5,64
18,19,26
18,20,78
18,22,41
18,23,86
18,26,18
18,43,63
18,47,70
18,48,39
18,49,28
18,50,55
18,58,80
18,62,18
18,64,10
18,80,91
18,81,14
18,82,53
18,88,100
18,94,80
18,96,41
19,0,98
19,1,18
19,3,60
19,7,59
19,9,74
19,10,80
19,13,10
19,14,92
19,21,98
19,27,22
19,32,61
19,33,27
19,36,15
19,44,97
19,47,72
19,48,8
19,49,49
19,57,14
19,58,79
19,61,62
19,66,78
19,67,22
19,81,63
19,85,28
19,88,65
19,90,22
19,94,95
20,1,70
20,2,33
20,7,83
20,13,6
20,16,90
20,18,54
20,25,98
20,29,34
20,34,20
20,37,57
20,42,46
20,43,57
20,49,46
20,53,80
20,65,59
20,68,75
20,74,75
20,76,81
20,77,7
20,78,95
20,79,8
20,88,21
20,89,5
20,90,39
20,92,33
20,95,85
20,97,65
20,99,25
21,4,77
21,8,4
21,11,61
21,13,68
21,15,2
21,16,97
21,18,21
21,19,9
21,22,67
21,23,50
21,24,18
21,26,5
21,28,37
21,29,2
21,34,53
21,35,4
21,37,56
21,42,21
21,43,60
21,45,87
21,55,13
21,56,68
21,63,49
21,69,43
21,71,94
21,74,98
21,76,12
21,80,73
21,83,86
21,85,90
21,91,22
21,94,30
22,5,5
22,7,62
22,10,76
22,16,53
22,17,56
22,23,100
22,26,77
22,29,24
22,34,87
22,36,91
22,41,56
22,44,32
22,46,76
22,47,87
22,51,100
22,53,29
22,54,39
22,56,29
22,58,64
22,64,39
22,68,22
22,70,18
22,72,14
22,73,26
22,74,15
22,75,88
22,76,25
22,80,34
22,81,15
22,83,64
22,86,45
22,94,23
22,95,16
22,97,25
23,2,19
23,3,66
23,4,72
23,6,66
23,14,26
23,15,18
23,17,10
23,22,74
23,24,57
23,28,100
23,29,61
23,31,77
23,35,99
23,36,47
23,37,80
23,40,69
23,41,28
23,44,76
23,46,19
23,48,55
23,51,12
23,52,83
23,55,60
23,57,60
23,60,93
23,61,64
23,62,79
23,64,34
23,68,46
23,74,99
23,77,23
23,82,45
23,83,75
23,84,11
23,86,72
23,88,39
23,89,5
23,90,14
23,92,15
23,93,19
23,94,28
23,95,69
23,98,43
24,1,26
24,6,72
24,8,16
24,11,73
24,31,9
24,32,13
24,35,56
24,38,35
24,39,67
24,43,29
24,46,17
24,49,63
24,53,92
24,56,98
24,59,63
24,65,31
24,77,77
24,87,68
24,90,45
24,94,61
24,95,19
24,98,7
25,1,8
25,8,65
25,14,6
25,15,44
25,26,5
25,27,39
25,30,63
25,37,22
25,39,27
25,42,33
25,44,83
25,48,97
25,52,47
25,56,66
25,68,9
25,71,89
25,72,41
25,75,3
25,76,41
25,92,36
25,93,94
25,94,57
25,96,89
25,97,96
26,4,73
26,5,64
26,7,95
26,10,80
26,12,62
26,19,58
26,21,3
26,31,1
26,33,59
26,36,68
26,37,29
26,40,71
26,46,43
26,47,19
26,49,8
26,50,89
26,53,93
26,54,54
26,55,13
26,58,65
26,59,77
26,61,51
26,64,3
26,65,70
26,71,16
26,72,10
26,73,40
26,75,60
26,79,21
26,80,70
26,94,14
27,0,3
27,7,11
27,10,7
27,12,5
27,14,44
27,15,81
27,17,5
27,19,57
27,21,50
27,22,73
27,24,99
27,31,25
27,35,62
27,37,65
27,39,95
27,40,37
27,46,37
27,47,81
27,51,54
27,58,15
27,61,91
27,64,71
27,69,73
27,72,35
27,76,55
27,77,82
27,79,39
27,82,22
27,84,99
27,87,6
27,88,86
27,90,61
27,97,70
27,98,89
28,6,68
28,7,36
28,10,73
28,14,44
28,22,25
28,27,31
28,30,33
28,36,78
28,39,68
28,40,40
28,49,48
28,52,97
28,53,10
28,54,7
28,55,55
28,62,23
28,65,63
28,68,15
28,73,24
28,74,42
28,76,30
28,83,83
28,84,96
28,86,24
28,87,67
28,91,25
28,92,93
28,96,91
28,98,39
29,1,88
29,4,35
29,5,72
29,7,29
29,9,92
29,12,48
29,14,77
29,19,20
29,22,44
29,25,17
29,28,88
29,32,80
29,34,78
29,35,65
29,36,53
29,40,98
29,53,88
29,54,84
29,60,29
29,61,69
29,65,37
29,66,28
29,69,51
29,70,96
29,71,69
29,72,90
29,73,48
29,81,13
29,82,48
29,83,4
29,84,81
29,89,72
29,91,81
29,94,10
29,95,53
30,17,54
30,20,37
30,23,61
30,28,68
30,33,36
30,42,82
30,55,30
30,57,35
30,60,92
30,61,99
30,62,3
30,63,37
30,64,74
30,65,100
30,67,42
30,68,88
30,75,19
30,76,17
30,77,39
30,79,18
30,81,67
30,85,73
30,86,20
30,88,77
30,91,36
30,94,69
31,2,48
31,3,46
31,4,20
31,8,56
31,11,2
31,12,71
31,14,84
31,15,61
31,16,70
31,18,65
31,21,67
31,23,18
31,33,27
31,34,82
31,36,36
31,37,20
31,40,69
31,42,29
31,47,50
31,50,17
31,51,46
31,53,77
31,55,41
31,56,11
31,68,18
31,69,14
31,70,61
31,75,96
31,76,89
31,78,57
31,79,35
31,81,91
31,82,74
31,89,19
31,90,83
31,93,25
31,94,53
31,97,14
32,3,48
32,5,37
32,6,42
32,7,96
32,9,93
32,11,66
32,15,85
32,16,89
32,18,4
32,28,8
32,30,95
32,31,94
32,33,52
32,34,91
32,40,48
32,41,47
32,46,31
32,50,57
32,53,87
32,63,12
32,65,82
32,66,84
32,71,45
32,74,86
32,85,16
32,86,55
32,87,56
32,92,55
32,97,68
33,3,78
33,9,25
33,12,32
33,16,25
33,18,17
33,20,35
33,24,79
33,27,27
33,28,3
33,30,13
33,43,12
33,48,10
33,50,95
33,51,27
33,62,26
33,64,67
33,67,8
33,68,43
33,73,62
33,78,55
33,81,72
33,82,42
33,84,59
33,85,79
33,86,26
33,88,96
33,92,59
33,99,32
34,0,31
34,1,95
34,3,4
34,4,22
34,13,11
34,14,64
34,20,35
34,21,13
34,29,85
34,36,60
34,38,31
34,39,24
34,42,95
34,52,68
34,54,29
34,55,29
34,57,91
34,59,97
34,61,15
34,62,4
34,63,92
34,65,47
34,68,4
34,69,77
34,71,95
34,72,80
34,75,29
34,80,68
34,81,84
34,84,70
34,86,5
34,89,76
35,1,23
35,5,23
35,6,3
35,7,5
35,8,50
35,11,39
35,13,77
35,16,37
35,23,33
35,25,97
35,27,88
35,30,77
35,31,64
35,39,3
35,41,24
35,43,19
35,45,40
35,52,22
35,67,76
35,68,75
35,70,11
35,74,67
35,76,72
35,79,82
35,80,30
35,81,58
35,84,6
35,85,98
35,89,73
35,90,59
35,93,89
35,94,86
35,99,12
36,4,79
36,6,36
36,10,57
36,13,54
36,20,24
36,22,12
36,26,87
36,28,83
36,32,32
36,33,30
36,42,69
36,55,4
36,56,14
36,58,87
36,59,6
36,63,28
36,66,79
36,67,55
36,70,63
36,77,86
36,81,41
36,83,56
36,88,69
36,94,98
36,97,43
36,99,77
37,4,4
37,11,53
37,17,74
37,18,90
37,20,56
37,23,42
37,25,44
37,27,8
37,29,99
37,32,55
37,34,90
37,35,96
37,36,20
37,41,61
37,45,65
37,50,58
37,52,10
37,58,10
37,61,63
37,66,51
37,69,29
37,71,28
37,76,93
37,81,39
37,82,79
37,85,72
37,87,16
37,90,77
37,97,82
37,98,9
37,99,69
38,3,2
38,10,3
38,11,12
38,13,84
38,25,3
38,28,19
38,29,76
38,31,28
38,37,5
38,40,100
38,48,69
38,49,28
38,53,40
38,54,29
38,61,55
38,66,53
38,67,47
38,70,55
38,73,83
38,75,31
38,78,2
38,79,4
38,80,22
38,81,20
38,88,55
38,90,50
38,92,44
38,97,20
39,0,67
39,2,94
39,3,64
39,6,67
39,8,78
39,10,52
39,11,76
39,18,3
39,21,93
39,23,35
39,30,87
39,40,14
39,44,49
39,46,7
39,49,85
39,53,19
39,57,79
39,60,67
39,63,46
39,66,95
39,81,36
39,83,7
39,86,60
39,89,58
39,99,75
40,0,96
40,13,9
40,22,75
40,26,99
40,27,3
40,29,20
40,30,90
40,34,35
40,37,23
40,41,57
40,45,34
40,52,78
40,53,62
40,55,8
40,58,1
40,59,23
40,66,28
40,69,9
40,70,44
40,78,67
40,79,67
40,83,22
40,84,54
40,86,17
40,87,50
40,91,3
40,95,84
40,98,42
41,3,50
41,5,3
41,7,7
41,11,47
41,12,92
41,14,81
41,15,2
41,17,70
41,18,80
41,21,84
41,22,63
41,23,86
41,26,77
41,29,14
41,30,70
41,34,86
41,42,90
41,47,72
41,58,74
41,61,18
41,64,58
41,72,24
41,73,66
41,74,8
41,75,63
41,91,12
41,92,6
41,94,81
41,97,63
42,4,99
42,7,8
42,8,72
42,14,56
42,15,30
42,18,77
42,19,58
42,21,65
42,24,81
42,27,86
42,28,3
42,29,60
42,33,43
42,34,35
42,37,79
42,39,41
42,58,91
42,62,59
42,63,67
42,66,41
42,71,26
42,80,79
42,88,49
42,91,8
42,92,53
42,96,51
43,1,8
43,14,9
43,17,10
43,22,11
43,24,27
43,25,78
43,26,84
43,27,32
43,30,22
43,31,1
43,32,14
43,37,5
43,40,75
43,50,80
43,53,80
43,55,63
43,58,89
43,59,2
43,61,83
43,66,33
43,68,76
43,70,10
43,79,65
43,80,67
43,83,1
43,84,78
43,86,8
43,88,92
43,92,92
44,1,78
44,6,93
44,12,72
44,13,92
44,14,86
44,16,67
44,19,48
44,20,20
44,21,29
44,29,72
44,31,52
44,35,77
44,36,72
44,38,92
44,39,17
44,46,63
44,48,54
44,49,87
44,52,83
44,63,35
44,68,69
44,70,64
44,76,13
44,83,66
44,87,61
44,88,65
44,93,37
44,94,100
44,97,78
44,99,44
45,1,50
45,3,61
45,10,26
45,11,15
45,14,37
45,15,53
45,17,38
45,18,93
45,23,10
45,25,61
45,30,56
45,33,9
45,36,4
45,37,5
45,42,66
45,43,96
45,46,100
45,54,45
45,55,65
45,65,28
45,71,88
45,73,17
45,78,40
45,79,100
45,85,73
45,86,1
45,89,9
45,91,30
45,96,5
45,98,79
46,3,8
46,4,67
46,11,48
46,13,54
46,22,38
46,23,53
46,29,11
46,31,82
46,33,76
46,35,41
46,39,24
46,41,64
46,44,47
46,53,38
46,55,9
46,57,78
46,59,98
46,60,88
46,71,4
46,72,82
46,73,3
46,74,40
46,80,23
46,82,11
46,84,10
46,86,13
46,88,96
46,90,72
46,99,40
47,4,38
47,7,92
47,9,95
47,10,39
47,11,54
47,14,87
47,15,53
47,21,97
47,23,1
47,30,34
47,32,97
47,37,75
47,38,12
47,39,51
47,42,21
47,43,83
47,44,51
47,49,10
47,53,98
47,60,44
47,62,46
47,76,99
47,79,87
47,85,42
47,87,46
47,91,69
47,93,1
47,97,3
47,98,39
47,99,10
48,1,87
48,3,95
48,5,72
48,7,65
48,9,49
48,11,45
48,13,19
48,14,9
48,15,63
48,16,11
48,18,53
48,21,18
48,23,86
48,27,31
48,34,90
48,36,63
48,39,26
48,51,56
48,56,59
48,57,26
48,65,31
48,69,80
48,85,60
48,88,78
48,90,55
48,92,100
48,95,35
48,98,25
48,99,22
49,1,79
49,3,50
49,4,86
49,10,63
49,13,97
49,14,28
49,19,52
49,20,10
49,23,86
49,25,78
49,31,82
49,32,30
49,38,63
49,40,50
49,45,39
49,48,95
49,53,81
49,62,65
49,66,75
49,70,68
49,78,89
49,79,35
49,81,32
49,82,55
49,84,68
49,85,55
49,87,14
49,89,61
49,91,42
49,92,88
49,93,23
49,95,82
50,0,7
50,4,28
50,6,95
50,10,92
50,11,69
50,25,97
50,27,48
50,30,1
50,31,6
50,32,87
50,33,100
50,34,8
50,39,84
50,40,87
50,45,100
50,47,50
50,49,87
50,53,40
50,55,90
50,61,47
50,66,50
50,69,9
50,71,94
50,74,65
50,78,36
50,79,54
50,81,43
50,85,63
50,88,23
50,89,70
50,91,60
50,94,82
50,95,66
50,97,97
50,99,17
51,5,91
51,6,62
51,7,16
51,11,42
51,13,56
51,15,80
51,18,45
51,20,100
51,21,88
51,22,46
51,25,77
51,27,52
51,28,94
51,31,32
51,33,71
51,37,46
51,40,98
51,45,3
51,48,27
51,49,49
51,50,20
51,52,64
51,56,73
51,64,82
51,68,48
51,70,2
51,71,100
51,72,96
51,73,3
51,78,61
51,82,92
51,85,81
51,89,50
51,91,17
51,92,72
51,97,56
51,99,81
52,3,27
52,5,56
52,6,35
52,8,20
52,24,4
52,25,55
52,28,85
52,32,28
52,36,27
52,39,38
52,40,8
52,41,34
52,49,83
52,54,94
52,57,6
52,71,86
52,72,64
52,74,10
52,77,59
52,78,55
52,79,62
52,83,97
52,86,90
52,91,10
52,96,66
53,0,52
53,8,68
53,10,15
53,20,32
53,21,63
53,24,38
53,29,98
53,31,35
53,39,64
53,42,100
53,43,68
53,44,70
53,45,82
53,48,10
53,59,2
53,60,49
53,62,58
53,65,96
53,74,73
53,75,100
53,77,31
53,79,13
53,90,46
53,91,28
53,98,28
54,1,95
54,4,97
54,5,4
54,15,49
54,16,50
54,23,2
54,25,1
54,26,4
54,30,23
54,31,58
54,35,9
54,37,36
54,40,62
54,42,50
54,46,51
54,47,97
54,49,86
54,51,48
54,55,55
54,56,54
54,57,45
54,62,58
54,64,54
54,69,36
54,70,68
54,75,39
54,76,13
54,77,17
54,83,4
54,86,56
54,89,46
54,91,46
54,92,92
54,93,93
54,96,38
54,98,20
55,5,27
55,6,10
55,9,70
55,15,7
55,17,43
55,21,4
55,24,25
55,26,89
55,28,39
55,33,54
55,35,15
55,36,57
55,40,41
55,41,21
55,43,10
55,51,35
55,54,95
55,65,99
55,68,10
55,73,20
55,75,45
55,76,44
55,78,65
55,80,34
55,88,97
55,89,66
55,97,1
55,99,3
56,4,75
56,5,34
56,8,24
56,9,81
56,10,58
56,17,87
56,18,33
56,20,42
56,38,49
56,46,74
56,58,80
56,59,72
56,63,61
56,65,61
56,74,36
56,77,75
56,80,10
56,81,27
56,82,28
56,83,70
56,85,27
56,89,58
56,93,33
56,96,43
56,97,66
56,99,98
57,3,90
57,6,18
57,8,24
57,13,52
57,16,39
57,19,90
57,21,26
57,24,42
57,28,27
57,30,49
57,31,32
57,32,41
57,37,99
57,39,96
57,40,70
57,42,44
57,44,36
57,45,50
57,47,32
57,50,9
57,52,4
57,53,85
57,56,90
57,59,45
57,62,48
57,65,82
57,66,86
57,67,70
57,70,36
57,73,86
57,78,26
57,80,45
57,85,66
57,87,94
57,88,49
57,96,7
57,97,27
57,98,47
58,0,57
58,6,12
58,8,47
58,11,94
58,15,78
58,17,87
58,20,99
58,24,54
58,26,57
58,28,8
58,33,20
58,44,96
58,45,93
58,46,64
58,52,19
58,54,29
58,55,12
58,57,9
58,61,23
58,62,6
58,67,17
58,68,11
58,77,3
58,79,53
58,82,63
58,84,21
58,85,47
58,90,1
58,93,9
58,98,6
59,0,11
59,1,5
59,3,99
59,9,38
59,12,59
59,14,83
59,22,25
59,28,48
59,29,3
59,30,56
59,35,42
59,39,96
59,42,18
59,61,20
59,68,26
59,71,82
59,73,51
59,76,100
59,77,4
59,81,7
59,85,82
59,92,69
59,93,73
60,6,17
60,10,81
60,14,47
60,15,26
60,17,93
60,21,46
60,25,52
60,30,59
60,34,99
60,35,78
60,46,75
60,47,41
60,50,65
60,57,74
60,58,7
60,63,60
60,64,25
60,66,7
60,70,72
60,71,25
60,78,71
60,79,76
60,80,74
60,84,8
60,85,48
60,88,91
60,91,72
60,92,59
60,96,40
60,99,48
61,1,18
61,4,17
61,10,12
61,14,63
61,16,39
61,20,80
61,22,64
61,24,67
61,26,66
61,30,43
61,35,60
61,39,4
61,42,31
61,47,6
61,48,95
61,49,7
61,63,56
61,64,16
61,65,73
61,66,60
61,68,32
61,69,78
61,73,93
61,74,19
61,75,5
61,76,60
61,78,22
61,80,16
61,86,89
61,88,77
61,91,70
61,97,7
61,98,5
61,99,56
62,5,53
62,6,79
62,9,50
62,10,38
62,12,28
62,21,52
62,23,31
62,25,2
62,31,18
62,39,55
62,40,36
62,45,86
62,46,46
62,53,43
62,54,94
62,60,14
62,64,24
62,66,65
62,68,10
62,75,58
62,81,98
62,82,5
62,84,26
62,85,5
62,90,73
62,92,24
62,97,83
63,2,32
63,6,61
63,8,84
63,9,3
63,16,18
63,18,18
63,19,34
63,22,25
63,23,87
63,26,83
63,30,37
63,34,60
63,35,56
63,41,39
63,42,20
63,44,62
63,50,73
63,55,28
63,60,77
63,66,77
63,72,13
63,73,63
63,78,78
63,86,24
63,90,62
63,91,31
63,97,25
63,99,97
64,4,16
64,6,39
64,7,39
64,11,16
64,12,8
64,16,41
64,18,15
64,22,74
64,24,9
64,33,31
64,34,91
64,36,100
64,37,86
64,40,76
64,42,33
64,46,7
64,49,62
64,52,93
64,57,54
64,58,19
64,60,39
64,66,70
64,69,59
64,71,89
64,73,55
64,76,88
64,78,47
64,79,62
64,82,33
64,83,24
64,84,5
64,85,19
64,95,66
64,99,96
65,11,53
65,16,100
65,18,81
65,20,8
65,24,53
65,25,31
65,28,86
65,31,81
65,37,36
65,39,76
65,43,79
65,47,3
65,49,95
65,50,27
65,56,57
65,61,67
65,62,100
65,68,97
65,74,77
65,75,70
65,76,43
65,82,70
65,89,95
65,90,89
65,98,97
65,99,36
66,6,87
66,8,92
66,10,15
66,11,48
66,13,74
66,22,16
66,25,23
66,26,49
66,31,81
66,38,93
66,43,21
66,44,76
66,47,1
66,49,25
66,53,12
66,54,30
66,58,97
66,59,71
66,68,62
66,71,15
66,73,69
66,78,36
66,80,27
66,81,66
66,82,92
66,83,51
66,85,3
66,86,4
66,87,97
66,91,62
66,99,77
67,9,93
67,10,37
67,13,64
67,16,50
67,19,11
67,21,59
67,23,11
67,24,56
67,28,85
67,29,61
67,32,50
67,35,2
67,38,43
67,39,53
67,42,11
67,56,83
67,60,34
67,61,78
67,71,91
67,72,50
67,75,9
67,78,83
67,79,94
67,83,54
67,85,36
67,86,47
67,87,94
67,90,23
67,97,4
67,99,68
68,3,72
68,4,1
68,6,73
68,8,80
68,20,8
68,21,51
68,22,23
68,28,40
68,38,11
68,41,11
68,44,17
68,45,36
68,51,99
68,53,9
68,56,91
68,60,2
68,61,35
68,67,7
68,70,67
68,72,59
68,74,76
68,75,77
68,76,2
68,80,5
68,81,35
68,93,86
68,95,95
69,4,26
69,5,54
69,9,54
69,17,3
69,19,65
69,21,54
69,22,69
69,23,7
69,24,15
69,35,60
69,42,55
69,47,39
69,48,39
69,52,9
69,64,81
69,65,7
69,75,25
69,76,11
69,78,41
69,81,33
69,82,59
69,87,74
69,89,28
69,92,65
70,1,74
70,2,76
70,5,45
70,10,85
70,11,42
70,16,82
70,17,100
70,19,18
70,26,74
70,32,73
70,34,60
70,37,2
70,40,73
70,48,64
70,55,78
70,57,61
70,58,6
70,61,27
70,62,69
70,63,16
70,65,86
70,66,22
70,67,25
70,82,37
70,85,87
70,91,44
70,92,29
70,94,11
70,95,46
70,96,70
70,99,100
71,0,50
71,6,37
71,12,18
71,14,74
71,18,70
71,25,80
71,30,100
71,31,90
71,35,60
71,37,10
71,40,27
71,41,6
71,46,7
71,49,60
71,50,53
71,54,14
71,56,2
71,57,93
71,58,70
71,63,58
71,64,93
71,67,35
71,69,4
71,73,72
71,79,35
71,84,19
71,85,33
71,91,3
71,93,48
71,98,45
72,2,83
72,6,82
72,10,92
72,12,26
72,15,24
72,22,9
72,25,89
72,34,88
72,35,98
72,42,64
72,43,78
72,45,70
72,46,86
72,58,70
72,59,75
72,63,78
72,74,25
72,80,67
72,82,43
72,87,27
72,88,52
72,95,78
72,96,26
73,5,76
73,7,36
73,8,43
73,11,98
73,12,80
73,15,34
73,16,70
73,20,18
73,22,95
73,24,27
73,29,5
73,30,90
73,34,18
73,37,5
73,38,27
73,41,79
73,42,57
73,50,30
73,54,52
73,63,53
73,71,11
73,75,100
73,77,74
73,78,86
73,79,13
73,81,41
73,82,49
73,86,78
73,88,11
73,91,14
73,93,81
74,0,55
74,1,37
74,2,88
74,4,17
74,5,70
74,18,94
74,19,89
74,20,48
74,21,90
74,22,12
74,26,60
74,46,64
74,48,78
74,51,45
74,53,2
74,66,39
74,70,83
74,71,29
74,72,47
74,82,11
74,86,2
74,87,75
74,89,29
74,90,55
74,91,46
74,93,42
74,94,82
75,0,94
75,2,88
75,4,47
75,6,3
75,7,52
75,11,80
75,15,57
75,17,16
75,19,2
75,26,90
75,27,25
75,29,61
75,34,38
75,35,95
75,38,30
75,48,4
75,51,83
75,56,57
75,58,89
75,62,48
75,64,59
75,73,92
75,82,14
75,86,22
75,88,85
75,89,85
75,92,60
75,96,33
75,98,48
76,3,49
76,5,57
76,7,16
76,9,6
76,10,83
76,11,42
76,13,13
76,16,37
76,17,22
76,20,53
76,27,47
76,33,34
76,36,71
76,37,64
76,42,48
76,45,69
76,50,22
76,53,53
76,58,18
76,67,76
76,68,54
76,69,100
76,70,43
76,71,26
76,72,96
76,74,89
76,82,20
76,86,30
76,87,62
76,88,82
76,92,98
77,1,29
77,2,28
77,3,82
77,10,25
77,16,73
77,24,40
77,25,43
77,30,75
77,33,95
77,37,25
77,39,12
77,40,6
77,43,21
77,44,88
77,45,30
77,49,87
77,51,55
77,52,84
77,57,1
77,58,73
77,70,82
77,72,2
77,78,96
77,82,75
77,83,53
77,88,49
77,99,55
78,0,90
78,1,70
78,12,94
78,13,100
78,14,57
78,16,15
78,17,88
78,18,6
78,20,30
78,22,33
78,43,64
78,44,55
78,54,9
78,57,46
78,58,52
78,59,68
78,61,55
78,65,12
78,72,74
78,74,2
78,84,99
78,85,67
78,91,85
78,92,38
78,93,6
79,0,91
79,1,81
79,13,12
79,16,87
79,22,82
79,42,38
79,49,91
79,53,44
79,60,34
79,61,21
79,62,87
79,67,21
79,69,11
79,74,15
79,78,29
79,81,24
79,82,36
